filename,label
sample_000000.png,hiragana
sample_000001.png,latinalphabet
sample_000002.png,hiragana
sample_000003.png,hiragana
sample_000004.png,katakana
sample_000005.png,hiragana
sample_000006.png,katakana
sample_000007.png,katakana
sample_000008.png,latinalphabet
sample_000009.png,latinalphabet
sample_000010.png,katakana
sample_000011.png,katakana
sample_000012.png,hiragana
sample_000013.png,hiragana
sample_000014.png,latinalphabet
sample_000015.png,katakana
sample_000016.png,hiragana
sample_000017.png,katakana
sample_000018.png,latinalphabet
sample_000019.png,hiragana
sample_000020.png,hiragana
sample_000021.png,hiragana
sample_000022.png,hiragana
sample_000023.png,katakana
sample_000024.png,hiragana
sample_000025.png,katakana
sample_000026.png,katakana
sample_000027.png,latinalphabet
sample_000028.png,katakana
sample_000029.png,katakana
sample_000030.png,hiragana
sample_000031.png,katakana
sample_000032.png,hiragana
sample_000033.png,katakana
sample_000034.png,katakana
sample_000035.png,katakana
sample_000036.png,katakana
sample_000037.png,hiragana
sample_000038.png,hiragana
sample_000039.png,hiragana
sample_000040.png,latinalphabet
sample_000041.png,katakana
sample_000042.png,hiragana
sample_000043.png,hiragana
sample_000044.png,hiragana
sample_000045.png,latinalphabet
sample_000046.png,hiragana
sample_000047.png,hiragana
sample_000048.png,katakana
sample_000049.png,hiragana
sample_000050.png,hiragana
sample_000051.png,hiragana
sample_000052.png,hiragana
sample_000053.png,latinalphabet
sample_000054.png,katakana
sample_000055.png,katakana
sample_000056.png,hiragana
sample_000057.png,katakana
sample_000058.png,latinalphabet
sample_000059.png,hiragana
sample_000060.png,latinalphabet
sample_000061.png,hiragana
sample_000062.png,hiragana
sample_000063.png,hiragana
sample_000064.png,hiragana
sample_000065.png,katakana
sample_000066.png,latinalphabet
sample_000067.png,hiragana
sample_000068.png,latinalphabet
sample_000069.png,katakana
sample_000070.png,katakana
sample_000071.png,hiragana
sample_000072.png,katakana
sample_000073.png,hiragana
sample_000074.png,hiragana
sample_000075.png,katakana
sample_000076.png,katakana
sample_000077.png,hiragana
sample_000078.png,latinalphabet
sample_000079.png,hiragana
sample_000080.png,katakana
sample_000081.png,hiragana
sample_000082.png,katakana
sample_000083.png,katakana
sample_000084.png,hiragana
sample_000085.png,katakana
sample_000086.png,hiragana
sample_000087.png,katakana
sample_000088.png,latinalphabet
sample_000089.png,katakana
sample_000090.png,katakana
sample_000091.png,hiragana
sample_000092.png,katakana
sample_000093.png,latinalphabet
sample_000094.png,katakana
sample_000095.png,hiragana
sample_000096.png,hiragana
sample_000097.png,hiragana
sample_000098.png,hiragana
sample_000099.png,hiragana
sample_000100.png,hiragana
sample_000101.png,katakana
sample_000102.png,hiragana
sample_000103.png,latinalphabet
sample_000104.png,hiragana
sample_000105.png,katakana
sample_000106.png,katakana
sample_000107.png,latinalphabet
sample_000108.png,latinalphabet
sample_000109.png,hiragana
sample_000110.png,hiragana
sample_000111.png,latinalphabet
sample_000112.png,hiragana
sample_000113.png,hiragana
sample_000114.png,hiragana
sample_000115.png,katakana
sample_000116.png,latinalphabet
sample_000117.png,hiragana
sample_000118.png,hiragana
sample_000119.png,hiragana
sample_000120.png,latinalphabet
sample_000121.png,katakana
sample_000122.png,latinalphabet
sample_000123.png,hiragana
sample_000124.png,latinalphabet
sample_000125.png,katakana
sample_000126.png,katakana
sample_000127.png,hiragana
sample_000128.png,hiragana
sample_000129.png,hiragana
sample_000130.png,hiragana
sample_000131.png,katakana
sample_000132.png,hiragana
sample_000133.png,latinalphabet
sample_000134.png,hiragana
sample_000135.png,katakana
sample_000136.png,katakana
sample_000137.png,katakana
sample_000138.png,katakana
sample_000139.png,katakana
sample_000140.png,katakana
sample_000141.png,hiragana
sample_000142.png,hiragana
sample_000143.png,hiragana
sample_000144.png,katakana
sample_000145.png,katakana
sample_000146.png,hiragana
sample_000147.png,latinalphabet
sample_000148.png,katakana
sample_000149.png,katakana
sample_000150.png,hiragana
sample_000151.png,hiragana
sample_000152.png,katakana
sample_000153.png,katakana
sample_000154.png,latinalphabet
sample_000155.png,katakana
sample_000156.png,katakana
sample_000157.png,hiragana
sample_000158.png,hiragana
sample_000159.png,hiragana
sample_000160.png,hiragana
sample_000161.png,latinalphabet
sample_000162.png,katakana
sample_000163.png,hiragana
sample_000164.png,katakana
sample_000165.png,latinalphabet
sample_000166.png,katakana
sample_000167.png,hiragana
sample_000168.png,katakana
sample_000169.png,hiragana
sample_000170.png,hiragana
sample_000171.png,hiragana
sample_000172.png,hiragana
sample_000173.png,katakana
sample_000174.png,katakana
sample_000175.png,hiragana
sample_000176.png,hiragana
sample_000177.png,katakana
sample_000178.png,katakana
sample_000179.png,hiragana
sample_000180.png,latinalphabet
sample_000181.png,katakana
sample_000182.png,hiragana
sample_000183.png,katakana
sample_000184.png,hiragana
sample_000185.png,hiragana
sample_000186.png,hiragana
sample_000187.png,hiragana
sample_000188.png,latinalphabet
sample_000189.png,katakana
sample_000190.png,latinalphabet
sample_000191.png,latinalphabet
sample_000192.png,latinalphabet
sample_000193.png,latinalphabet
sample_000194.png,katakana
sample_000195.png,latinalphabet
sample_000196.png,hiragana
sample_000197.png,hiragana
sample_000198.png,katakana
sample_000199.png,hiragana
sample_000200.png,hiragana
sample_000201.png,latinalphabet
sample_000202.png,latinalphabet
sample_000203.png,latinalphabet
sample_000204.png,hiragana
sample_000205.png,latinalphabet
sample_000206.png,katakana
sample_000207.png,hiragana
sample_000208.png,hiragana
sample_000209.png,katakana
sample_000210.png,latinalphabet
sample_000211.png,latinalphabet
sample_000212.png,latinalphabet
sample_000213.png,katakana
sample_000214.png,katakana
sample_000215.png,hiragana
sample_000216.png,katakana
sample_000217.png,hiragana
sample_000218.png,latinalphabet
sample_000219.png,latinalphabet
sample_000220.png,katakana
sample_000221.png,latinalphabet
sample_000222.png,hiragana
sample_000223.png,katakana
sample_000224.png,hiragana
sample_000225.png,katakana
sample_000226.png,latinalphabet
sample_000227.png,latinalphabet
sample_000228.png,latinalphabet
sample_000229.png,katakana
sample_000230.png,katakana
sample_000231.png,hiragana
sample_000232.png,katakana
sample_000233.png,katakana
sample_000234.png,katakana
sample_000235.png,hiragana
sample_000236.png,latinalphabet
sample_000237.png,latinalphabet
sample_000238.png,katakana
sample_000239.png,hiragana
sample_000240.png,katakana
sample_000241.png,hiragana
sample_000242.png,hiragana
sample_000243.png,hiragana
sample_000244.png,latinalphabet
sample_000245.png,latinalphabet
sample_000246.png,hiragana
sample_000247.png,katakana
sample_000248.png,latinalphabet
sample_000249.png,hiragana
sample_000250.png,katakana
sample_000251.png,katakana
sample_000252.png,katakana
sample_000253.png,katakana
sample_000254.png,hiragana
sample_000255.png,hiragana
sample_000256.png,latinalphabet
sample_000257.png,hiragana
sample_000258.png,hiragana
sample_000259.png,katakana
sample_000260.png,katakana
sample_000261.png,hiragana
sample_000262.png,hiragana
sample_000263.png,latinalphabet
sample_000264.png,hiragana
sample_000265.png,katakana
sample_000266.png,katakana
sample_000267.png,hiragana
sample_000268.png,katakana
sample_000269.png,latinalphabet
sample_000270.png,katakana
sample_000271.png,katakana
sample_000272.png,hiragana
sample_000273.png,latinalphabet
sample_000274.png,latinalphabet
sample_000275.png,katakana
sample_000276.png,latinalphabet
sample_000277.png,katakana
sample_000278.png,latinalphabet
sample_000279.png,hiragana
sample_000280.png,hiragana
sample_000281.png,katakana
sample_000282.png,katakana
sample_000283.png,katakana
sample_000284.png,katakana
sample_000285.png,latinalphabet
sample_000286.png,latinalphabet
sample_000287.png,latinalphabet
sample_000288.png,latinalphabet
sample_000289.png,latinalphabet
sample_000290.png,latinalphabet
sample_000291.png,katakana
sample_000292.png,latinalphabet
sample_000293.png,hiragana
sample_000294.png,katakana
sample_000295.png,latinalphabet
sample_000296.png,latinalphabet
sample_000297.png,katakana
sample_000298.png,katakana
sample_000299.png,katakana
sample_000300.png,katakana
sample_000301.png,hiragana
sample_000302.png,hiragana
sample_000303.png,katakana
sample_000304.png,katakana
sample_000305.png,hiragana
sample_000306.png,hiragana
sample_000307.png,latinalphabet
sample_000308.png,katakana
sample_000309.png,hiragana
sample_000310.png,hiragana
sample_000311.png,hiragana
sample_000312.png,katakana
sample_000313.png,latinalphabet
sample_000314.png,latinalphabet
sample_000315.png,katakana
sample_000316.png,katakana
sample_000317.png,katakana
sample_000318.png,katakana
sample_000319.png,hiragana
sample_000320.png,katakana
sample_000321.png,hiragana
sample_000322.png,latinalphabet
sample_000323.png,latinalphabet
sample_000324.png,katakana
sample_000325.png,katakana
sample_000326.png,hiragana
sample_000327.png,latinalphabet
sample_000328.png,hiragana
sample_000329.png,hiragana
sample_000330.png,hiragana
sample_000331.png,katakana
sample_000332.png,katakana
sample_000333.png,hiragana
sample_000334.png,hiragana
sample_000335.png,katakana
sample_000336.png,katakana
sample_000337.png,latinalphabet
sample_000338.png,latinalphabet
sample_000339.png,katakana
sample_000340.png,latinalphabet
sample_000341.png,hiragana
sample_000342.png,katakana
sample_000343.png,katakana
sample_000344.png,katakana
sample_000345.png,hiragana
sample_000346.png,katakana
sample_000347.png,katakana
sample_000348.png,latinalphabet
sample_000349.png,katakana
sample_000350.png,hiragana
sample_000351.png,latinalphabet
sample_000352.png,latinalphabet
sample_000353.png,hiragana
sample_000354.png,latinalphabet
sample_000355.png,hiragana
sample_000356.png,latinalphabet
sample_000357.png,katakana
sample_000358.png,katakana
sample_000359.png,hiragana
sample_000360.png,katakana
sample_000361.png,hiragana
sample_000362.png,katakana
sample_000363.png,katakana
sample_000364.png,hiragana
sample_000365.png,latinalphabet
sample_000366.png,hiragana
sample_000367.png,katakana
sample_000368.png,hiragana
sample_000369.png,katakana
sample_000370.png,hiragana
sample_000371.png,latinalphabet
sample_000372.png,katakana
sample_000373.png,hiragana
sample_000374.png,hiragana
sample_000375.png,katakana
sample_000376.png,latinalphabet
sample_000377.png,katakana
sample_000378.png,hiragana
sample_000379.png,latinalphabet
sample_000380.png,katakana
sample_000381.png,latinalphabet
sample_000382.png,katakana
sample_000383.png,hiragana
sample_000384.png,hiragana
sample_000385.png,katakana
sample_000386.png,hiragana
sample_000387.png,hiragana
sample_000388.png,latinalphabet
sample_000389.png,latinalphabet
sample_000390.png,latinalphabet
sample_000391.png,katakana
sample_000392.png,hiragana
sample_000393.png,hiragana
sample_000394.png,katakana
sample_000395.png,hiragana
sample_000396.png,katakana
sample_000397.png,katakana
sample_000398.png,hiragana
sample_000399.png,hiragana
sample_000400.png,katakana
sample_000401.png,katakana
sample_000402.png,hiragana
sample_000403.png,katakana
sample_000404.png,katakana
sample_000405.png,katakana
sample_000406.png,katakana
sample_000407.png,hiragana
sample_000408.png,katakana
sample_000409.png,hiragana
sample_000410.png,hiragana
sample_000411.png,hiragana
sample_000412.png,hiragana
sample_000413.png,hiragana
sample_000414.png,katakana
sample_000415.png,latinalphabet
sample_000416.png,hiragana
sample_000417.png,hiragana
sample_000418.png,katakana
sample_000419.png,hiragana
sample_000420.png,katakana
sample_000421.png,hiragana
sample_000422.png,hiragana
sample_000423.png,katakana
sample_000424.png,hiragana
sample_000425.png,hiragana
sample_000426.png,hiragana
sample_000427.png,hiragana
sample_000428.png,katakana
sample_000429.png,hiragana
sample_000430.png,latinalphabet
sample_000431.png,katakana
sample_000432.png,hiragana
sample_000433.png,hiragana
sample_000434.png,katakana
sample_000435.png,hiragana
sample_000436.png,latinalphabet
sample_000437.png,hiragana
sample_000438.png,katakana
sample_000439.png,katakana
sample_000440.png,hiragana
sample_000441.png,hiragana
sample_000442.png,katakana
sample_000443.png,katakana
sample_000444.png,katakana
sample_000445.png,katakana
sample_000446.png,hiragana
sample_000447.png,latinalphabet
sample_000448.png,katakana
sample_000449.png,katakana
sample_000450.png,katakana
sample_000451.png,latinalphabet
sample_000452.png,katakana
sample_000453.png,hiragana
sample_000454.png,hiragana
sample_000455.png,hiragana
sample_000456.png,latinalphabet
sample_000457.png,hiragana
sample_000458.png,hiragana
sample_000459.png,katakana
sample_000460.png,katakana
sample_000461.png,katakana
sample_000462.png,katakana
sample_000463.png,katakana
sample_000464.png,hiragana
sample_000465.png,hiragana
sample_000466.png,hiragana
sample_000467.png,katakana
sample_000468.png,latinalphabet
sample_000469.png,hiragana
sample_000470.png,katakana
sample_000471.png,latinalphabet
sample_000472.png,hiragana
sample_000473.png,katakana
sample_000474.png,hiragana
sample_000475.png,hiragana
sample_000476.png,hiragana
sample_000477.png,hiragana
sample_000478.png,hiragana
sample_000479.png,katakana
sample_000480.png,latinalphabet
sample_000481.png,hiragana
sample_000482.png,hiragana
sample_000483.png,hiragana
sample_000484.png,hiragana
sample_000485.png,hiragana
sample_000486.png,latinalphabet
sample_000487.png,katakana
sample_000488.png,hiragana
sample_000489.png,katakana
sample_000490.png,katakana
sample_000491.png,latinalphabet
sample_000492.png,latinalphabet
sample_000493.png,katakana
sample_000494.png,hiragana
sample_000495.png,katakana
sample_000496.png,latinalphabet
sample_000497.png,katakana
sample_000498.png,hiragana
sample_000499.png,katakana
sample_000500.png,katakana
sample_000501.png,hiragana
sample_000502.png,katakana
sample_000503.png,latinalphabet
sample_000504.png,hiragana
sample_000505.png,katakana
sample_000506.png,latinalphabet
sample_000507.png,hiragana
sample_000508.png,hiragana
sample_000509.png,latinalphabet
sample_000510.png,katakana
sample_000511.png,katakana
sample_000512.png,katakana
sample_000513.png,latinalphabet
sample_000514.png,katakana
sample_000515.png,katakana
sample_000516.png,hiragana
sample_000517.png,katakana
sample_000518.png,katakana
sample_000519.png,latinalphabet
sample_000520.png,hiragana
sample_000521.png,katakana
sample_000522.png,hiragana
sample_000523.png,hiragana
sample_000524.png,katakana
sample_000525.png,katakana
sample_000526.png,katakana
sample_000527.png,hiragana
sample_000528.png,hiragana
sample_000529.png,katakana
sample_000530.png,katakana
sample_000531.png,hiragana
sample_000532.png,hiragana
sample_000533.png,katakana
sample_000534.png,katakana
sample_000535.png,hiragana
sample_000536.png,katakana
sample_000537.png,latinalphabet
sample_000538.png,hiragana
sample_000539.png,katakana
sample_000540.png,katakana
sample_000541.png,katakana
sample_000542.png,latinalphabet
sample_000543.png,katakana
sample_000544.png,katakana
sample_000545.png,latinalphabet
sample_000546.png,latinalphabet
sample_000547.png,hiragana
sample_000548.png,katakana
sample_000549.png,katakana
sample_000550.png,hiragana
sample_000551.png,katakana
sample_000552.png,katakana
sample_000553.png,hiragana
sample_000554.png,latinalphabet
sample_000555.png,katakana
sample_000556.png,hiragana
sample_000557.png,katakana
sample_000558.png,katakana
sample_000559.png,katakana
sample_000560.png,katakana
sample_000561.png,hiragana
sample_000562.png,hiragana
sample_000563.png,hiragana
sample_000564.png,hiragana
sample_000565.png,katakana
sample_000566.png,latinalphabet
sample_000567.png,katakana
sample_000568.png,latinalphabet
sample_000569.png,hiragana
sample_000570.png,latinalphabet
sample_000571.png,hiragana
sample_000572.png,hiragana
sample_000573.png,hiragana
sample_000574.png,katakana
sample_000575.png,hiragana
sample_000576.png,latinalphabet
sample_000577.png,katakana
sample_000578.png,katakana
sample_000579.png,katakana
sample_000580.png,hiragana
sample_000581.png,katakana
sample_000582.png,latinalphabet
sample_000583.png,hiragana
sample_000584.png,katakana
sample_000585.png,katakana
sample_000586.png,katakana
sample_000587.png,katakana
sample_000588.png,hiragana
sample_000589.png,latinalphabet
sample_000590.png,latinalphabet
sample_000591.png,latinalphabet
sample_000592.png,katakana
sample_000593.png,hiragana
sample_000594.png,hiragana
sample_000595.png,latinalphabet
sample_000596.png,hiragana
sample_000597.png,latinalphabet
sample_000598.png,katakana
sample_000599.png,katakana
sample_000600.png,latinalphabet
sample_000601.png,hiragana
sample_000602.png,hiragana
sample_000603.png,katakana
sample_000604.png,katakana
sample_000605.png,katakana
sample_000606.png,hiragana
sample_000607.png,hiragana
sample_000608.png,katakana
sample_000609.png,hiragana
sample_000610.png,katakana
sample_000611.png,katakana
sample_000612.png,hiragana
sample_000613.png,katakana
sample_000614.png,katakana
sample_000615.png,latinalphabet
sample_000616.png,hiragana
sample_000617.png,hiragana
sample_000618.png,hiragana
sample_000619.png,katakana
sample_000620.png,katakana
sample_000621.png,hiragana
sample_000622.png,latinalphabet
sample_000623.png,hiragana
sample_000624.png,latinalphabet
sample_000625.png,katakana
sample_000626.png,hiragana
sample_000627.png,katakana
sample_000628.png,latinalphabet
sample_000629.png,katakana
sample_000630.png,katakana
sample_000631.png,hiragana
sample_000632.png,hiragana
sample_000633.png,latinalphabet
sample_000634.png,katakana
sample_000635.png,hiragana
sample_000636.png,hiragana
sample_000637.png,katakana
sample_000638.png,hiragana
sample_000639.png,hiragana
sample_000640.png,katakana
sample_000641.png,latinalphabet
sample_000642.png,latinalphabet
sample_000643.png,hiragana
sample_000644.png,katakana
sample_000645.png,latinalphabet
sample_000646.png,hiragana
sample_000647.png,hiragana
sample_000648.png,katakana
sample_000649.png,katakana
sample_000650.png,hiragana
sample_000651.png,latinalphabet
sample_000652.png,hiragana
sample_000653.png,katakana
sample_000654.png,katakana
sample_000655.png,latinalphabet
sample_000656.png,latinalphabet
sample_000657.png,katakana
sample_000658.png,hiragana
sample_000659.png,latinalphabet
sample_000660.png,latinalphabet
sample_000661.png,katakana
sample_000662.png,hiragana
sample_000663.png,katakana
sample_000664.png,katakana
sample_000665.png,latinalphabet
sample_000666.png,katakana
sample_000667.png,hiragana
sample_000668.png,latinalphabet
sample_000669.png,latinalphabet
sample_000670.png,katakana
sample_000671.png,hiragana
sample_000672.png,latinalphabet
sample_000673.png,katakana
sample_000674.png,katakana
sample_000675.png,hiragana
sample_000676.png,katakana
sample_000677.png,hiragana
sample_000678.png,katakana
sample_000679.png,hiragana
sample_000680.png,katakana
sample_000681.png,katakana
sample_000682.png,katakana
sample_000683.png,katakana
sample_000684.png,hiragana
sample_000685.png,latinalphabet
sample_000686.png,hiragana
sample_000687.png,latinalphabet
sample_000688.png,latinalphabet
sample_000689.png,hiragana
sample_000690.png,katakana
sample_000691.png,hiragana
sample_000692.png,latinalphabet
sample_000693.png,katakana
sample_000694.png,hiragana
sample_000695.png,hiragana
sample_000696.png,katakana
sample_000697.png,hiragana
sample_000698.png,latinalphabet
sample_000699.png,katakana
sample_000700.png,hiragana
sample_000701.png,katakana
sample_000702.png,katakana
sample_000703.png,hiragana
sample_000704.png,latinalphabet
sample_000705.png,hiragana
sample_000706.png,hiragana
sample_000707.png,katakana
sample_000708.png,katakana
sample_000709.png,katakana
sample_000710.png,latinalphabet
sample_000711.png,hiragana
sample_000712.png,katakana
sample_000713.png,hiragana
sample_000714.png,latinalphabet
sample_000715.png,hiragana
sample_000716.png,latinalphabet
sample_000717.png,hiragana
sample_000718.png,latinalphabet
sample_000719.png,katakana
sample_000720.png,hiragana
sample_000721.png,latinalphabet
sample_000722.png,hiragana
sample_000723.png,hiragana
sample_000724.png,katakana
sample_000725.png,latinalphabet
sample_000726.png,latinalphabet
sample_000727.png,katakana
sample_000728.png,hiragana
sample_000729.png,latinalphabet
sample_000730.png,katakana
sample_000731.png,hiragana
sample_000732.png,latinalphabet
sample_000733.png,latinalphabet
sample_000734.png,katakana
sample_000735.png,hiragana
sample_000736.png,katakana
sample_000737.png,katakana
sample_000738.png,hiragana
sample_000739.png,hiragana
sample_000740.png,katakana
sample_000741.png,hiragana
sample_000742.png,hiragana
sample_000743.png,hiragana
sample_000744.png,hiragana
sample_000745.png,hiragana
sample_000746.png,hiragana
sample_000747.png,katakana
sample_000748.png,katakana
sample_000749.png,hiragana
sample_000750.png,hiragana
